Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Timestamp,Other,Timestamp (Formatted)
37.0,-30.483924538828433,377.14834108157083,-12751.312315623276,-398.29747533099726,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521310673E9,0.0,2024-01-17 18:55:21.310
38.0,-30.338068440556526,376.84166928520426,-12751.585328320041,-398.4021925297566,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521324606E9,0.0,2024-01-17 18:55:21.324
38.0,-29.78830314707011,376.54247728874907,-12751.82094201725,-398.62658652709797,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521324619E9,0.0,2024-01-17 18:55:21.324
39.0,-30.753197335638106,376.6434545875527,-12751.734924318269,-398.843500724528,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521325778E9,0.0,2024-01-17 18:55:21.325
39.0,-31.504917226731777,376.95012638391927,-12751.749883918092,-398.93325832346454,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521325789E9,0.0,2024-01-17 18:55:21.325
40.0,-31.35532122850418,376.6135353879072,-12751.918179416098,-399.1277331211604,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521340201E9,0.0,2024-01-17 18:55:21.340
40.0,-30.9401923334226,376.1909266929142,-12752.138833513483,-399.2511498196982,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521340213E9,0.0,2024-01-17 18:55:21.340
41.0,-31.647033425047994,376.2806842918508,-12752.11639411375,-399.41196551779285,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521354543E9,0.0,2024-01-17 18:55:21.354
41.0,-32.365094216540456,376.3480024910532,-12752.131353713572,-399.44562461739406,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521354551E9,0.0,2024-01-17 18:55:21.354
42.0,-31.957445121370256,375.95905289566144,-12752.273469911888,-399.6587989148684,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.70552852135574E9,0.0,2024-01-17 18:55:21.355
42.0,-31.40020002797246,375.50652500102296,-12752.47168460954,-399.74855651380494,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521355749E9,0.0,2024-01-17 18:55:21.355
43.0,-32.361354316584766,375.6336815995164,-12752.494124009274,-399.85701361251995,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521370269E9,0.0,2024-01-17 18:55:21.370
43.0,-32.9784378092736,375.831896297168,-12752.456725009717,-522.355566711165,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521370283E9,0.0,2024-01-17 18:55:21.370
44.0,-32.67550591286272,375.6037623998709,-12752.733477606438,-522.6061400081962,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521384618E9,0.0,2024-01-17 18:55:21.384
44.0,-32.05468252021819,375.14749460527673,-12752.9055130044,-522.7856552060694,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.70552852138463E9,0.0,2024-01-17 18:55:21.384
45.0,-32.742824112065136,375.43546690186486,-12752.920472604223,-522.7856552060694,-1.0400000493973494,-1.0400000493973494,1.0400000493973494,0.0,0.0,0.0,0.0,0.0,1.705528521385768E9,0.0,2024-01-17 18:55:21.385
